Unit	N0	N1	N2	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
356	Portugal	Porto	Amarante	62048.0	-8.081906264082932	41.27498174916045	-8.091666666666669	41.20833333333333
357	Portugal	Porto	Baião	20697.0	-7.960665137614683	41.14168365267019	-8.008333333333326	41.133333333333326
358	Portugal	Porto	Felgueiras	58652.0	-8.202931488801056	41.35564319797448	-8.208333333333343	41.26666666666666
359	Portugal	Porto	Gondomar	175017.0	-8.531951935754535	41.16195865596249	-8.5	41.09166666666666
360	Portugal	Porto	Lousada	45031.0	-8.282060096766003	41.27817967068949	-8.275000000000006	41.224999999999994
361	Portugal	Porto	Maia	117732.0	-8.612326294071266	41.2323443149473	-8.616666666666674	41.11666666666666
362	Portugal	Porto	Marco de Canaveses	53199.0	-8.140600775193803	41.16765656565656	-8.133333333333326	41.099999999999994
363	Portugal	Porto	Matosinhos	143192.0	-8.65187281428311	41.197080316271325	-8.666666666666657	41.19166666666666
364	Portugal	Porto	Paços de Ferreira	50936.0	-8.368511401486046	41.28630311513063	-8.383333333333326	41.199999999999996
365	Portugal	Porto	Paredes	82375.0	-8.371502057613185	41.215930208333326	-8.39166666666668	41.09166666666666
366	Portugal	Porto	Penafiel	77638.0	-8.325976845151956	41.17230399408284	-8.300000000000011	41.008333333333326
367	Portugal	Porto	Porto	250710.0	-8.616170476051849	41.16504468139121	-8.633333333333326	41.158333333333324
368	Portugal	Porto	Póvoa de Varzim	59902.0	-8.762942077415744	41.39345180584311	-8.724999999999994	41.383333333333326
369	Portugal	Porto	Santo Tirso	76647.0	-8.411551798873006	41.350827520443076	-8.449999999999989	41.24999999999999
370	Portugal	Porto	Trofa	40348.0	-8.55926209952284	41.32772634791454	-8.574999999999989	41.31666666666666
371	Portugal	Porto	Valongo	95601.0	-8.549501269495835	41.21211943002378	-8.51666666666668	41.133333333333326
372	Portugal	Porto	Vila do Conde	80031.0	-8.740772212283844	41.35269684453374	-8.691666666666663	41.26666666666666
373	Portugal	Porto	Vila Nova de Gaia	331362.0	-8.598691119111919	41.10407994043388	-8.566666666666663	41.04166666666666
374	Portugal	Santarém	Abrantes	40685.0	-8.196623430100885	39.464846980976006	-8.166666666666657	39.26666666666666
