from_loc,to_loc,from_pop,from_x,from_y,to_pop,to_x,to_y,euc_dist,predict_model
2,122,246465.2656,-17.4860001,14.7363005,148291.2813,-12.8396997,14.9334002,4.650479083,106.3955446
2,123,246465.2656,-17.4860001,14.7363005,133041.8281,-13.2749004,14.9918,4.218843524,120.2989818
3,1,407905.2188,-17.4407005,14.7145004,470074.7813,-17.4459991,14.7480001,0.033916148,1450379.695
3,2,407905.2188,-17.4407005,14.7145004,246465.2656,-17.4860001,14.7363005,0.05027224,533841.8462
3,4,407905.2188,-17.4407005,14.7145004,355211.75,-17.4491997,14.6814003,0.034173865,1256463.466
3,5,407905.2188,-17.4407005,14.7145004,570210.375,-17.3973007,14.7718,0.071880364,417283.6687
3,6,407905.2188,-17.4407005,14.7145004,406469.75,-17.3950996,14.7526999,0.059486502,499255.399
3,7,407905.2188,-17.4407005,14.7145004,318849.9688,-17.3369999,14.7480001,0.108977265,152023.9396
3,8,407905.2188,-17.4407005,14.7145004,292985.3125,-17.3264008,14.7868004,0.135246854,99562.80079
3,9,407905.2188,-17.4407005,14.7145004,258005.9844,-17.2728004,14.7282,0.168458074,63519.63216
3,10,407905.2188,-17.4407005,14.7145004,133714.875,-17.1956997,14.7594004,0.249081115,23356.46229
3,11,407905.2188,-17.4407005,14.7145004,102102.0703,-17.0662003,14.7955999,0.383180804,9581.449104
3,12,407905.2188,-17.4407005,14.7145004,442577.5938,-16.9885998,14.5080004,0.497028463,11919.25371
3,13,407905.2188,-17.4407005,14.7145004,74601.32031,-16.8761997,14.6515999,0.567994389,4113.71785
